id	parent	user	user_role	time	last_time	text	reply_count	is_deleted	deleted_by	deleted_at	can_edit	can_moderate	can_delete	actions	target	replies	subscriptions	is_pinned	pinned_by	pinned_at	is_staff_replied	is_reported	attachments	thread	submission	edited_by	edited_at	epic_count	abuse_count	vote	translations
723771	None	59170996	student	2018-10-13T06:35:01Z	2018-10-13T06:35:01Z	<p>#include &lt;iostream&gt;<br><br>using namespace std;<br><br>int main()<br>{<br>    int x, y, z, k1, k2, k3;<br>    cin &gt;&gt; x &gt;&gt; y &gt;&gt; z;<br>    cout &lt;&lt; ((x / 2) + (x % 2)) + ((y / 2) + (y % 2)) + ((z / 2) + (z % 2));<br>    return 0;<br>}<br>Инфасотка, всё работает.</p><p> </p>	0	False	None	None	False	False	False	{'vote': True}	37992	[]	['31-31-723771']	False	None	None	False	False	[]	default	None	None	None	0	2	31-723771	{}
723162	None	61649375	student	2018-10-12T13:09:58Z	2018-10-14T12:10:26Z	"#include <br>using namespace std;<br>int main ( )<br>{<br>  int a, b, c;<br>  a = 0; // h<br>  b = 00; //min<br>  c = 00; //sec<br>  cin &gt;&gt; c;<br>  b = c / 60;<br>  c = c % 60;<br>  a = b / 60;<br>  b = b % 60;<br>  cout &lt;&lt; a &lt;&lt; "":"" &lt;&lt; b &lt;&lt; "":"" &lt;&lt; c;<br>  return 0;<br>}<br>Не понимаю как нули сделать перед минутами/секундами, если там нет десятков..."	2	False	None	None	False	False	False	{'vote': True}	37993	[724404, 725135]	['31-31-723162']	False	None	None	False	False	[]	default	None	None	None	0	2	31-723162	{}
723043	None	40849460	student	2018-10-12T11:36:16Z	2018-10-12T11:36:16Z	<p>#include &lt;iostream&gt;<br>using namespace std;<br>int main() {<br>  int n;<br>    cin &gt;&gt; n;<br>    if ( n &gt;= 0 &amp;&amp; n &lt;= 1000000)<br>    {<br>        cout &lt;&lt; (n % 100) / 10;<br>    }<br>  return 0;<br>}<br></p>	0	False	None	None	False	False	False	{'vote': True}	37989	[]	['31-31-723043']	False	None	None	False	False	[]	default	None	None	None	0	2	31-723043	{'text': {'ru': '<p> #include & lt; iostream & gt; <br> с использованием пространства имен std; <br> int main () {<br> int n; <br> cin & gt; & gt; n; <br> if (n & gt; = 0 & amp; n & lt; = 1000000) <br> {cout & lt; & lt; & lt; (n% 100) / 10; <br>} <br> return 0; <br>} <br> </ p>'}}
722926	None	12555319	student	2018-10-12T09:50:53Z	2018-10-12T09:50:53Z	"<p>#include &lt;iostream&gt;<br>using namespace std;<br>int main() {<br>  int N;<br>    cin &gt;&gt; N;<br>    cout &lt;&lt; N / 3600 % 24 &lt;&lt; "":"" &lt;&lt; N / 60 % 60 / 10 &lt;&lt; N / 60 % 60 % 10 &lt;&lt; "":"" &lt;&lt; N % 3600 % 60 / 10 &lt;&lt; N % 3600 % 60 % 10;<br>  return 0;<br>}<br></p><p><br></p>"	0	False	None	None	False	False	False	{'vote': True}	37993	[]	['31-31-722926']	False	None	None	False	False	[]	default	None	None	None	0	4	31-722926	"{'text': {'ru': '<Р>\n\n#include & lt; iostream & gt; <br> с использованием пространства имен std; <br> int main () {<br> int N; <br> cin & gt; & gt; N; cout & lt; N / 3600% 24 & lt; "":"" & lt; N / 60% 60/10 & lt; N / 60% 60% 10 & lt; "":"" & lt; N% 3600% 60/10 & lt; N% 3600% 60% 10; <br> return 0; <br>}\n\n<br> </ p> <p> <br> </ p>'}}"
722939	None	57863425	student	2018-10-12T10:06:23Z	2018-10-12T10:06:23Z	35 ответ<br>	0	False	None	None	False	False	False	{'vote': True}	298962	[]	['31-31-722939']	False	None	None	False	False	[]	default	None	None	None	0	2	31-722939	{'text': {'en': '35 answer <br>'}}
721991	None	36494570	student	2018-10-11T13:29:34Z	2018-10-11T13:29:34Z	<p>1</p>	0	False	None	None	False	False	False	{'vote': True}	12777	[]	['31-31-721991']	False	None	None	False	False	[]	solutions	71175447	None	None	0	2	31-721991	{'text': {'ru': '<Р> 1 </ р>'}}
720744	None	61882861	student	2018-10-10T11:38:06Z	2018-10-10T13:07:12Z	"Для тех, кто не может решить(надеюсь все решили;D)вот:<br>Тут всё кратко расписанно<br>#include <br>using namespace std;<br>int main() {<br>  int a, b, c1, c2, d1, d2; // 129700 or 3602, b, c1, c2, d1, d2<br>  cin &gt;&gt; a; //this is 129700 or 3602<br>  b = a / 3600 % 24; // 12 or 1<br>  c1 = a % 3600 / 600; // 0 or 0<br>  c2 = a % 3600 % 600 / 60; // 1 or 0<br>  d1 = a % 3600 % 60 / 10; // 4 or 0<br>  d2 = a % 3600 % 60 % 10 / 1; // 0 or 2<br>  // 12:01:40 and 1:00:02 - right!<br>  cout &lt;&lt; b &lt;&lt; "":"" &lt;&lt; c1 &lt;&lt; c2 &lt;&lt; "":"" &lt;&lt; d1 &lt;&lt; d2; // !1) 12(b) "":"" 0(c1) 1(c2) "":"" 4(d1) 0(d2) !2) 1(b) "":"" 0(c1) 0(c2) "":"" 0(d1) 2(d2) (should be 12:01:40 and 1:00:02)<br>  return 0;<br>}"	2	False	None	None	False	False	False	{'vote': True}	37993	[720803, 720853]	['31-31-720744']	False	None	None	False	False	[]	default	None	None	None	0	2	31-720744	{}
720704	None	60983417	student	2018-10-10T11:13:51Z	2018-10-10T11:13:51Z	<p>#include &lt;iostream&gt;<br>using namespace std;<br><br>int main() { <br>    int n;<br>    cin &gt;&gt; n;<br>    cout &lt;&lt;(n % 100) / 10  ;<br>  // put your code here<br>  return 0;<br>}<br></p>	0	False	None	None	False	False	False	{'vote': True}	37989	[]	['31-31-720704']	False	None	None	False	False	[]	default	None	None	None	0	2	31-720704	{'text': {'ru': '<p> #include & lt; iostream & gt; <br> с использованием пространства имен std; <br> <br> int main () {<br> int n; <br> cin & gt; & gt; n; <br> cout & lt; (n% 100) / 10; <br> // помещаем ваш код здесь <br> return 0; <br>} <br> </ p>'}}
719986	None	61234973	student	2018-10-09T17:49:48Z	2018-10-09T17:49:48Z	<p>#include &lt;iostream&gt;<br>using namespace std ;<br>int main() {<br>  int n ;<br>  cin &gt;&gt; n ;<br>   n = n % 100 / 10  ;<br>    cout &lt;&lt; n &lt;&lt; endl ;<br>  return 0;<br>}<br></p>	0	False	None	None	False	False	False	{'vote': True}	37989	[]	['31-31-719986']	False	None	None	False	False	[]	default	None	None	None	0	2	31-719986	{'text': {'ru': '<p> #include & lt; iostream & gt; <br> с использованием пространства имен std; <br> int main () {<br> int n; <br> cin & gt; & gt; n; n n = n% 100/10; cout & lt; n & lt; endl; <br> return 0; <br>} <br> </ p>'}}
717288	None	61234069	student	2018-10-07T14:07:57Z	2018-10-07T14:07:57Z	<p>98,1</p>	0	False	None	None	False	False	False	{'vote': True}	452259	[]	['31-31-717288']	False	None	None	False	False	[]	default	None	None	None	0	3	31-717288	{'text': {'ru': '<Р> 98,1 </ р>'}}
717142	None	61591122	student	2018-10-07T11:52:09Z	2018-10-07T11:52:09Z	"<p>Все элементарное - просто))</p><p><i>#include &lt;iostream&gt;</i><br><br><i>int main() {</i><br><i>  using namespace std;</i><br><i>    int n, m, k, s;</i><br><i>    cin &gt;&gt; n &gt;&gt; m &gt;&gt; k;</i><br><i>    s = n * m;</i><br><i>    if ((((k % n) == 0) || (k % m == 0)) &amp;&amp; (s &gt;= k))</i><br><i>        cout &lt;&lt; ""YES"";</i><br><i>    else</i><br><i>        cout &lt;&lt; ""NO"";</i><br><i>  return 0;</i><br><i>}</i><br></p>"	0	False	None	None	False	False	False	{'vote': True}	38333	[]	['31-31-717142']	False	None	None	False	False	[]	default	None	None	None	0	2	31-717142	{}
717155	None	61456925	student	2018-10-07T12:03:01Z	2018-10-07T12:03:01Z	<p>98,1</p>	0	False	None	None	False	False	False	{'vote': True}	452259	[]	['31-31-717155']	False	None	None	False	False	[]	default	None	None	None	0	3	31-717155	{'text': {'ru': '<Р> 98,1 </ р>'}}
716645	None	60709019	student	2018-10-06T20:13:49Z	2018-10-06T20:13:49Z	<p>int a;<br>cin &gt;&gt; a;<br>while ((a + 1) % 2 != 0){<br>        a++;<br>    } cout &lt;&lt; a + 1;<br>решение через цикл while</p>	0	False	None	None	False	False	False	{'vote': True}	37991	[]	['31-31-716645']	False	None	None	False	False	[]	default	None	None	None	0	2	31-716645	{}
715071	None	40050056	student	2018-10-05T09:32:02Z	2018-10-05T09:32:02Z	<p>Интересно, конечно, но зачем сбивать с толку, господа-преподаватели, тем, что в предыдущем слайде подсказка? Это не подсказка, а отвлекалка от правды.</p><p>Народ, пишите все в одну строчку после typedef.<br></p>	0	False	None	None	False	False	False	{'vote': True}	226079	[]	['31-31-715071']	False	None	None	False	False	[]	default	None	None	None	0	2	31-715071	{}
712336	None	36206172	student	2018-10-02T21:12:00Z	2018-10-03T11:11:36Z	<p>#include &lt;iostream&gt;<br>using namespace std;<br>int main() {<br>    int a,n;<br>    cin&gt;&gt;a&gt;&gt;n;<br>    if(a&gt;n){<br>        cout&lt;&lt;a;<br>    }<br>     if (a==n){<br>         cout&lt;&lt;a,n;<br>     }<br>    if (a&lt;n){<br>        cout&lt;&lt;n;<br>    }<br>  return 0;<br>}<br></p>	1	False	None	None	False	False	False	{'vote': True}	38317	[712827]	['31-31-712336']	False	None	None	False	False	[]	default	None	None	None	0	2	31-712336	{'text': {'ru': '<p> #include & lt; iostream & gt; <br> с использованием пространства имен std; <br> int main () {<br> int a, n; <br> cin & gt; & gt; & gt; & gt; n; a & gt; n) {<br> cout & lt; a; <br>} <br> if (a == n) {<br> cout & lt; a, n; <br>} <br> if (a & lt; lt ; n) {<br> cout & lt; n; <br>} <br> return 0; <br>} <br> </ p>'}}
710844	None	59372028	student	2018-10-01T14:19:48Z	2018-10-01T14:19:48Z	<p>Я в восторге от того, какой я тупой !!!</p>	0	False	None	None	False	False	False	{'vote': True}	38334	[]	['31-31-710844']	False	None	None	False	False	[]	default	None	None	None	0	2	31-710844	{}
710719	None	60703861	student	2018-10-01T12:48:49Z	2018-10-01T12:48:49Z	<p>Мой личный капитал: я обладаю техникой гельиоширование, неплохие достижения в спорте, а также у меня хорошая учёба.</p>	0	False	None	None	False	False	False	{'vote': True}	472595	[]	['31-31-710719']	False	None	None	False	False	[]	default	None	None	None	1	2	31-710719	{}
710268	None	57933079	student	2018-10-01T01:57:09Z	2018-10-01T02:02:00Z	<p>Дарова пачаны</p><p><br></p>	2	False	None	None	False	False	False	{'vote': True}	13609	[710269, 710272]	['31-31-710268']	False	None	None	False	False	[]	default	None	None	None	2	2	31-710268	{}
707335	None	53300504	student	2018-09-27T10:52:59Z	2018-09-27T10:52:59Z	<p> GeometricCube cube = new GeometricCube(width, height, length);<br></p>	0	False	None	None	False	False	False	{'vote': True}	294512	[]	['31-31-707335']	False	None	None	False	False	[]	default	None	None	None	0	2	31-707335	{}
706979	None	60484917	student	2018-09-26T22:33:53Z	2018-09-26T22:33:53Z	<p>днк белок</p>	0	False	None	None	False	False	False	{'vote': True}	15550	[]	['31-31-706979']	False	None	None	False	False	[]	default	None	None	None	0	2	31-706979	{}
706928	None	59654345	student	2018-09-26T20:34:53Z	2018-09-26T20:34:53Z	"Если ты зашёл в комментарии, значит тебя интересует ответ:<br><br>#include <br>using namespace std;<br>int main() {<br>  <br>  int x1, y1, x2, y2, a, b;<br>  <br>  cin&gt;&gt;x1&gt;&gt;y1&gt;&gt;x2&gt;&gt;y2;<br>  <br>  a = (x1-x2); b = (y1-y2);<br>  <br>  if(a*a&lt;=1&amp;&amp;b*b&lt;=1){<br>    cout &lt;&lt; ""YES"";<br>  }else{<br>    cout &lt;&lt; ""NO"";<br>  }<br>}<br><br>Code compexity 25."	0	False	None	None	False	False	False	{'vote': True}	38329	[]	['31-31-706928']	False	None	None	False	False	[]	default	None	None	None	0	2	31-706928	{}
705941	None	50679184	student	2018-09-25T20:37:17Z	2018-09-26T10:54:21Z	#include <br>#include <br>using namespace std;<br>double power(double a, double n){<br>  return a * n;<br>}<br>int main() {<br>  int x, y;<br>  cin &gt;&gt; x &gt;&gt; y;<br>  cout &lt;&lt; power(y, x);<br>  return 0;<br>}<br><br>Failed test #20<br><br>:)))	2	False	None	None	False	False	False	{'vote': True}	42802	[705945, 706389]	['31-31-705941']	False	None	None	False	False	[]	default	None	None	None	0	2	31-705941	{'text': {'ru': '#include <br> #include <br> using namespace std; <br> double power (double a, double n) {<br> return a * n; <br>} <br> int main () {<br> int x, y; cin & gt; & gt; & gt; & gt; & gt; y; cout & lt; power (y, x), <br> return 0; <br>} <br> <br> Ошибка № 20 <br> <br> :)))'}}
705561	645015	51205985	student	2018-09-25T14:39:04Z	2018-09-25T14:39:04Z	<p>спасибище</p>	0	False	None	None	False	False	False	{'vote': True}	13603	[]	['31-31-645015']	False	None	None	False	False	[]	default	None	None	None	0	2	31-705561	{}
705343	None	60322953	student	2018-09-25T12:11:21Z	2018-09-25T12:11:21Z	<p></p>#include &lt;iostream&gt;<br>using namespace std;<br>int main() {<br>  int h, a, b;<br>  cin&gt;&gt; h &gt;&gt; a &gt;&gt; b;<br>  cout&lt;&lt; ((h - b) + (a - b) - 1) / (a - b) ;<br>  return 0;<br>}<p><br></p>	0	False	None	None	False	False	False	{'vote': True}	37999	[]	['31-31-705343']	False	None	None	False	False	[]	default	None	60322953	2018-09-25T12:12:15.737Z	0	2	31-705343	{}
705160	None	58953711	student	2018-09-25T09:07:59Z	2018-09-25T09:07:59Z	<p></p><pre>#include &lt;iostream&gt;<br>using namespace std;<br>int main() {<br>int a;<br>    cin &gt;&gt; a;<br>    cout &lt;&lt; a/100-(a%10*10+a%100/10)+1;<br>  return 0;                     (-_-)<br>}                               \( )/</pre>SASAT)))00)000))00))0))0)                          / \<p></p>	0	False	None	None	False	False	False	{'vote': True}	37998	[]	['31-31-705160']	False	None	None	False	False	[]	default	None	None	None	2	2	31-705160	{'text': {'ru': '<Р>\n\n</ p> <pre> #include & lt; iostream & gt; <br> с использованием пространства имен std; <br> int main () {<br> int a; <br> cin & gt; & gt; a; & gt; cout & lt; a / 100- (a% 10 * 10 + a% 100/10) +1; <br> return 0; (-_-) <br>} \\ () /\n</ PRE>\n\n\n\n\n\nSASAT))) 00) 000)) 00)) 0)) 0) / \\ <p> </ p>'}}
704527	None	58197685	student	2018-09-24T15:17:35Z	2018-09-24T15:17:35Z	<p>#include &lt;iostream&gt;<br>using namespace std;<br>int main() {<br>    int h,a,b;<br>    cin &gt;&gt; h &gt;&gt; a &gt;&gt; b;<br>  // put your code here<br>    cout &lt;&lt; 1 + (h - a) / (a - b) + ((h - a) % (a - b) + a - b - 1) / (a - b);<br>  return 0;<br>}<br></p>	0	False	None	None	False	False	False	{'vote': True}	37999	[]	['31-31-704527']	False	None	None	False	False	[]	default	None	None	None	0	2	31-704527	{}
703012	None	58367535	student	2018-09-22T20:57:20Z	2018-09-22T20:57:20Z	<p>#include &lt;iostream&gt;<br>using namespace std;<br>int main() {<br>  int H,A,B;<br>    cin&gt;&gt;H&gt;&gt;A&gt;&gt;B;<br>    cout&lt;&lt;(H-B+A-B-1)/(A-B);<br>  return 0;<br>}<br></p>	0	False	None	None	False	False	False	{'vote': True}	37999	[]	['31-31-703012']	False	None	None	False	False	[]	default	None	None	None	0	2	31-703012	{}
702892	None	34319182	student	2018-09-22T18:18:22Z	2018-09-22T18:18:22Z	"<p>Вот такой ответ:</p><p><img src=""https://ucarecdn.com/faf2175c-22b9-4133-9d50-8143997f7b06/""><br></p>"	0	False	None	None	False	False	False	{'vote': True}	173981	[]	['31-31-702892']	False	None	None	False	False	[]	default	None	None	None	0	5	31-702892	{}
700949	None	49783095	student	2018-09-20T14:11:58Z	2018-09-20T14:11:58Z	<p>#include &lt;iostream&gt;<br>#include &lt;cmath&gt;<br>using namespace std;<br>int main() {<br>double a, b, c, d;<br>  <br>cin &gt;&gt; a &gt;&gt; b &gt;&gt; c;<br>    d = (a + b + c) / 2;<br>cout &lt;&lt; sqrt(d * (d - a ) * (d - b) * (d - c))  ; <br>    <br> return 0;<br>} <br></p>	0	False	None	None	False	False	False	{'vote': True}	38468	[]	['31-31-700949']	False	None	None	False	False	[]	default	None	None	None	0	3	31-700949	{'text': {'ru': '<p> #include & lt; iostream & gt; <br> #include & lt; cmath & gt; <br> с использованием пространства имен std; <br> int main () {<br> double a, b, c, d; <br> <br > cin & gt; & gt; & gt; & gt; & gt; & gt; & gt; c; d = (a + b + c) / 2; cout & lt; sqrt (d * (d - a) * (d - b) * (d - c)); <br> <br> return 0; <br>} <br> </ p>'}}
700572	None	59750807	student	2018-09-20T08:04:07Z	2018-09-20T08:39:46Z	<p>#include &lt;iostream&gt;<br>using namespace std;<br>int main() <br>{ <br>int a,b,c,d,e,r,t;<br>cin&gt;&gt;b&gt;&gt;d&gt;&gt;r;<br>b= (b / 2 + b%2) ;<br>d= (d / 2 + d%2) ;<br>r= (r / 2 + r%2) ;<br>t=b+d+r;<br>cout&lt;&lt;t;<br>}<br></p>	1	False	None	None	False	False	False	{'vote': True}	37992	[700604]	['31-31-700572']	False	None	None	False	False	[]	default	None	None	None	0	2	31-700572	{'text': {'ru': '<p> #include & lt; iostream & gt; <br> с использованием пространства имен std; <br> int main () <br> {<br> int a, b, c, d, e, r, t; <br> cin & gt; & gt; b & gt; & lt; b & gt; b = (b / 2 + b% 2), d = (d / 2 + d% 2), & rt; r = (r / 2 + r% 2); t = b + d + r; <br> cout & lt; t; <br>} <br> </ p>'}}
700474	None	59704716	student	2018-09-20T06:14:10Z	2018-09-20T06:14:10Z	<p>3412</p>	0	False	None	None	False	False	False	{'vote': True}	224063	[]	['31-31-700474']	False	None	None	False	False	[]	default	None	None	None	0	2	31-700474	{'text': {'ru': '<Р> 3412 </ р>'}}
700229	None	59017843	student	2018-09-19T18:24:24Z	2018-09-25T20:20:46Z	<p>const finalGrade  = (exam, projects) =&gt; {<br>    <br>    if (exam &gt; 90 || projects &gt; 10) {<br>        return 100;<br>    } else if (exam &gt; 75 &amp;&amp; projects &gt;= 5) {<br>        return 90;<br>    } else if (exam &gt; 50 &amp;&amp; projects &gt;= 2) {<br>        return 75;<br>    } else {<br>        return 0;<br>    }<br>    <br>};<br></p>	4	False	None	None	False	False	False	{'vote': True}	355467	[700605, 700611, 700621, 705936]	['31-31-700229']	False	None	None	False	False	[]	default	None	None	None	0	4	31-700229	{'text': {'ru': '<p> const finalGrade = (экзамен, проекты) = & gt; {<br> <br> if (exam & gt; 90 || projects & gt; 10) {<br> return 100; <br>} else if (exam & gt; 75 & amp; projects & gt; = 5) {< br> return 90; <br>} else if (exam & gt; 50 & amp; projects & gt; = 2) {<br> return 75; <br>} else {<br> return 0; <br>} < br> <br>}; <br> </ p>'}}
699947	699699	337513	student	2018-09-19T12:30:02Z	2018-09-19T12:30:02Z	"<b>@User_59631416</b>, Здесь не принято публиковать решения. Удалите его, пожалуйста. Многие слушатели курса хотят пройти его сами. Если вы хотите похвастаться своим решением, то для этого есть специальный раздел <a href=""https://stepik.org/lesson/13021/step/16?thread=solutions&amp;unit=4362"">Решения</a>."	0	False	None	None	False	False	False	{'vote': True}	37999	[]	['31-31-699699']	False	None	None	False	False	[]	default	None	None	None	3	2	31-699947	{}
698244	407362	59406055	student	2018-09-17T13:48:52Z	2018-09-17T13:48:52Z	<p>овца, иди детей расти</p><p><br></p>	0	False	None	None	False	False	False	{'vote': True}	176212	[]	['31-31-407362']	False	None	None	False	False	[]	default	None	None	None	0	2	31-698244	{}
